"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"65";"«Бескудниково», Дмитровское шоссе (от центра)";"37.5481064149132";"55.8743403107145";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А763К; А799; А763; А179; А843; АТ78";"Бескудниково";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715951";"{type=Point, coordinates=[37.5481064149132, 55.8743403107145]}";
"66";"«Баскетбольная школа», Дубнинская улица (от центра)";"37.5577474506093";"55.8806124293294";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А799; А167; А677К; А179; А677";"Баскетбольная школа";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715952";"{type=Point, coordinates=[37.5577474506093, 55.8806124293294]}";
"67";"«Д/к Юность», Дубнинская улица (от центра)";"37.5577143072322";"55.8840806051129";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А799; А167; А677К; А179; А677";"Д/к Юность";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715953";"{type=Point, coordinates=[37.5577143072322, 55.8840806051129]}";
"68";"«Мкр. Дубки», Дубнинская улица (от центра)";"37.5576796942824";"55.8876178739915";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А799; А167; А677К; А179; А677";"Мкр. Дубки";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715954";"{type=Point, coordinates=[37.5576796942824, 55.8876178739915]}";
"69";"«Ин-т Стали», Дубнинская улица (от центра)";"37.5576213841246";"55.8922865043233";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А799; А167; А677К; А179; А677";"Ин-т Стали";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715955";"{type=Point, coordinates=[37.5576213841246, 55.8922865043233]}";
"70";"«Керамический пр.», Дубнинская улица (от центра)";"37.5575632613255";"55.8943697899337";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А799; А167; А677К; А179; А677";"Керамический пр.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715956";"{type=Point, coordinates=[37.5575632613255, 55.8943697899337]}";
"71";"«Платф. Лианозово (выс.)», Керамический проезд (от центра)";"37.5549571619866";"55.8963512704889";"Керамический проезд";"Северный административный округ";"район Восточное Дегунино";"А799; А167; А677К; А179; А677";"Платф. Лианозово (выс.)";"от центра";"нет";"";"активна";"1715957";"{type=Point, coordinates=[37.5549571619866, 55.8963512704889]}";
"72";"«Ст. Ховрино (пос.)», Деповская улица (в центр)";"37.5115874291216";"55.8696342517162";"Деповская улица";"Северный административный округ";"район Западное Дегунино";"А665; А748; А154; А215К; А928";"Ст. Ховрино (пос.)";"в центр";"нет";"";"активна";"1715958";"{type=Point, coordinates=[37.5115874291216, 55.8696342517162]}";
"73";"«Весенняя ул.», Ангарская улица (от центра)";"37.514624185678";"55.8738206971876";"Ангарская улица";"Северный административный округ";"район Западное Дегунино";"А665; А928";"Весенняя ул.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715959";"{type=Point, coordinates=[37.514624185678, 55.8738206971876]}";
"74";"«Мкр. Западное Дегунино», Ангарская улица (от центра)";"37.5174087980569";"55.8761341927622";"Ангарская улица";"Северный административный округ";"район Западное Дегунино";"А665; А928";"Мкр. Западное Дегунино";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715960";"{type=Point, coordinates=[37.5174087980569, 55.8761341927622]}";
"75";"«Ангарская ул.», Коровинское шоссе (от центра)";"37.5224620961276";"55.8789531518122";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А665; А799; А656; А114; Тб56";"Ангарская ул.";"от центра";"да";"ГУП Мосгортранс";"активна";"1715961";"{type=Point, coordinates=[37.5224620961276, 55.8789531518122]}";
"76";"«Колледж № 7», Клязьминская улица (от центра)";"37.5205108862106";"55.8844530846047";"Клязьминская улица";"Северный административный округ";"Дмитровский район";"А194; А665; А200";"Колледж № 7";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715962";"{type=Point, coordinates=[37.520510917248, 55.884452717003]}";
"77";"«Ин-т Микрохирургии глаза», Коровинское шоссе (в центр)";"37.5370259547632";"55.8689609283798";"Коровинское шоссе";"Северный административный округ";"район Западное Дегунино";"А194; А672; А656; А215К; Тб56";"Ин-т Микрохирургии глаза";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715963";"{type=Point, coordinates=[37.537025985554, 55.868960560728]}";
"11";"«Наб. Тараса Шевченко», набережная Тараса Шевченко (от центра)";"37.5728749603633";"55.7494564437325";"набережная Тараса Шевченко";"Западный административный округ";"район Дорогомилово";"А157; А840";"Наб. Тараса Шевченко";"от центра";"да";"ЗАО «Валль СНГ»";"активна";"1715965";"{type=Point, coordinates=[37.5728749603633, 55.7494564437325]}";
"26";"«ВКНЦ», 3-я Черепковская улица (в центр)";"37.3754792363795";"55.7573179114445";"3-я Черепковская улица";"Западный административный округ";"район Кунцево";"А798; А816";"ВКНЦ";"в центр";"нет";"";"активна";"1715966";"{type=Point, coordinates=[37.3754792363795, 55.7573179114445]}";
"32";"«Новосущевская ул.», улица Сущёвский Вал (в центр)";"37.6030389738122";"55.7927166482232";"улица Сущёвский Вал";"Северо-Восточный административный округ";"район Марьина Роща";"Тб42; А126; АТ18; А84; А84К; А384";"Новосущевская ул.";"в центр";"да";"ООО «Праймсайт»";"активна";"1715967";"{type=Point, coordinates=[37.6030389738122, 55.7927166482232]}";
"34";"«Керамический пр.», Дубнинская улица (в центр)";"37.5572887599564";"55.8946794410296";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А799; А167; А677К; А179; А677";"Керамический пр.";"в центр";"да";"ГУП Мосгортранс";"активна";"1715968";"{type=Point, coordinates=[37.5572887599564, 55.8946794410296]}";
"35";"«Ин-т Стали», Дубнинская улица (в центр)";"37.5572840752764";"55.8914995952832";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А799; А167; А677К; А179; А677";"Ин-т Стали";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715969";"{type=Point, coordinates=[37.5572840752764, 55.8914995952832]}";
"36";"«Мкр. Дубки», Дубнинская улица (в центр)";"37.5573740463654";"55.8874753366993";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А799; А179; А677К; А677; А167";"Мкр. Дубки";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715970";"{type=Point, coordinates=[37.557374076957, 55.887474969146]}";
"37";"«Д/к Юность», Дубнинская улица (в центр)";"37.5573868213569";"55.8836870313309";"Дубнинская улица";"Северный административный округ";"район Восточное Дегунино";"А167; А179; А677; А799";"Д/к Юность";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715971";"{type=Point, coordinates=[37.557386852126, 55.883686663987]}";
"38";"«Баскетбольная школа», улица 800-летия Москвы (в центр)";"37.5563322219911";"55.8800927745315";"улица 800-летия Москвы";"Северный административный округ";"район Восточное Дегунино";"А149; А167; А179; А748; А799; А857";"Баскетбольная школа";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715972";"{type=Point, coordinates=[37.556332252446, 55.880092406722]}";
"39";"«ВИСХОМ», Дмитровское шоссе (в центр)";"37.5459877190328";"55.8777403241782";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А763К; А994; А63; А763; АТ78; А179";"ВИСХОМ";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715973";"{type=Point, coordinates=[37.5459877190328, 55.8777403241782]}";
"40";"«Бескудниково», Дмитровское шоссе (в центр)";"37.5470337861932";"55.8746580911101";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А763К; А994; А63; А763; АТ78; А179";"Бескудниково";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715974";"{type=Point, coordinates=[37.5470337861932, 55.8746580911101]}";
"41";"«Селигерская ул.», Дмитровское шоссе (в центр)";"37.5467394019306";"55.8692630339421";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А763К; А63; А763; А179";"Селигерская ул.";"в центр";"нет";"";"активна";"1715975";"{type=Point, coordinates=[37.5467394019306, 55.8692630339421]}";
"42";"«К/т Ереван», Дмитровское шоссе (в центр)";"37.5487176869631";"55.8632480525362";"Дмитровское шоссе";"Северный административный округ";"район Западное Дегунино";"А763К; А672; А194; А215; А63; А191; А763; А656; Тб56; АТ78; А179; А215К; А994; А591";"К/т Ереван";"в центр";"нет";"";"активна";"1715976";"{type=Point, coordinates=[37.5487176869631, 55.8632480525362]}";
"43";"«Ильменский пр.», Дмитровское шоссе (в центр)";"37.5538582507582";"55.8604866689382";"Дмитровское шоссе";"Северный административный округ";"район Западное Дегунино";"А194; А672; А763К; А994; А215; А63; А191; А591; А763; А656; Тб56; АТ78; А179; А215К";"Ильменский пр.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715977";"{type=Point, coordinates=[37.5538582507582, 55.8604866689382]}";
"44";"«Ин-т Цветметавтоматика», Дмитровское шоссе (в центр)";"37.5598480604911";"55.8573237625026";"Дмитровское шоссе";"Северный административный округ";"район Западное Дегунино";"А763К; А994; А215; А63; А191; А591; А763; А656; Тб56; АТ78; А179; А215К";"Ин-т Цветметавтоматика";"в центр";"нет";"";"активна";"1715978";"{type=Point, coordinates=[37.5598480604911, 55.8573237625026]}";
"45";"«7-й автобусный парк», Дмитровское шоссе (в центр)";"37.5655963387583";"55.850693448432";"Дмитровское шоссе";"Северный административный округ";"район Западное Дегунино";"А194; А672; А763К; А215; А63; А191; А167; А763; А677К; А154; А656; А692; А82; А179; А215К; А149; А170; А677; А114; А591; А466; А206к";"7-й автобусный парк";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715979";"{type=Point, coordinates=[37.5655963387583, 55.850693448432]}";
"46";"«Нижн. Лихоборы», Дмитровское шоссе (в центр)";"37.5677995533918";"55.8466305437482";"Дмитровское шоссе";"Северный административный округ";"Тимирязевский район";"А994; А466; А215; А63; А191; А677К; А656; А692; А82; А179; А149; А170; А114";"Нижн. Лихоборы";"в центр";"нет";"";"активна";"1715980";"{type=Point, coordinates=[37.5677995533918, 55.8466305437482]}";
"47";"«Метро Петровско-Разумовская», Локомотивный проезд (от центра)";"37.5758649962844";"55.8371106618329";"Локомотивный проезд";"Северный административный округ";"Тимирязевский район";"А204; А114; А179";"Метро Петровско-Разумовская";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715981";"{type=Point, coordinates=[37.575865027092, 55.837110293973]}";
"48";"«К/т Байкал», Большая Академическая улица (в центр)";"37.5390371943553";"55.8368370506184";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А204; А114; А179; Тб57";"К/т Байкал";"в центр";"нет";"";"активна";"1715982";"{type=Point, coordinates=[37.539037224652, 55.83683668263]}";
"49";"«Стадион Наука», Большая Академическая улица (в центр)";"37.532735066237";"55.8327438256984";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А204; А114; А179; Тб57";"Стадион Наука";"в центр";"да";"ГУП Мосгортранс";"активна";"1715983";"{type=Point, coordinates=[37.532735097431, 55.832743457815]}";
"50";"«Управа района Коптево», улица Зои и Александра Космодемьянских (в центр)";"37.5224977648471";"55.8241143721796";"улица Зои и Александра Космодемьянских";"Северный административный округ";"район Коптево";"А204; А780; А179";"Управа района Коптево";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715984";"{type=Point, coordinates=[37.522497795553, 55.824114004056]}";
"51";"«К/т Рассвет - Техникум», улица Зои и Александра Космодемьянских (в центр) (1)";"37.5189194299331";"55.8230814674339";"улица Зои и Александра Космодемьянских";"Северный административный округ";"район Коптево";"А204; А179; А780";"К/т Рассвет - Техникум";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715985";"{type=Point, coordinates=[37.518919460918, 55.823081099755]}";
"52";"«3-й Новоподмосковный пер.», улица Зои и Александра Космодемьянских (в центр) (1)";"37.5107490152071";"55.8208906679114";"улица Зои и Александра Космодемьянских";"Северный административный округ";"Войковский район";"А204; А780; А179";"3-й Новоподмосковный пер.";"в центр";"нет";"";"активна";"1715986";"{type=Point, coordinates=[37.51074904557, 55.820890299873]}";
"53";"«3-й Новоподмосковный пер.», улица Зои и Александра Космодемьянских ( (от центра))(от центра)";"37.5120255428533";"55.8211061351672";"улица Зои и Александра Космодемьянских";"Северный административный округ";"Войковский район";"А204; А780; А179";"3-й Новоподмосковный пер.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715987";"{type=Point, coordinates=[37.512025574013, 55.821105767191]}";
"54";"«К/т Рассвет - Техникум», улица Зои и Александра Космодемьянских (от центра)";"37.5165731849562";"55.8223086988215";"улица Зои и Александра Космодемьянских";"Северный административный округ";"Войковский район";"А204; А780; А179";"К/т Рассвет - Техникум";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715988";"{type=Point, coordinates=[37.516573215967, 55.822308330873]}";
"55";"«Управа района Коптево», улица Зои и Александра Космодемьянских (от центра)";"37.5227932581195";"55.8238959927435";"улица Зои и Александра Космодемьянских";"Северный административный округ";"район Коптево";"А204; А780; А179";"Управа района Коптево";"от центра";"нет";"";"активна";"1715989";"{type=Point, coordinates=[37.522793288273, 55.823895624592]}";
"56";"«Стадион Наука», Большая Академическая улица (от центра)";"37.5336913330729";"55.8334296758173";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А204; А114; А179; Тб57";"Стадион Наука";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715990";"{type=Point, coordinates=[37.533691363924, 55.833429308004]}";
"60";"«7-й автобусный парк», Дмитровское шоссе (от центра) (1)";"37.5656565306507";"55.8515226078484";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А194; А672; А763К; А215; А63; А191; А591; А763; А656; А179; А215К; А994";"7-й автобусный парк";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715992";"{type=Point, coordinates=[37.5656565306507, 55.8515226078484]}";
"61";"«Ин-т Цветметавтоматика», Дмитровское шоссе (от центра)";"37.5596302223706";"55.8578674457398";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А799; А763К; А994; А215; А63; А191; А591; А763; Тб36; А656; Тб56; АТ78; АТ47; А179; А215К";"Ин-т Цветметавтоматика";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715993";"{type=Point, coordinates=[37.5596302223706, 55.8578674457398]}";
"62";"«Ильменский пр.», Дмитровское шоссе (от центра)";"37.554185078081";"55.8607566792635";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А194; А672; А799; А763К; А994; А215; А63; А191; А591; А763; Тб36; А656; Тб56; АТ78; АТ47; А179; А215К";"Ильменский пр.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715994";"{type=Point, coordinates=[37.554185078081, 55.8607566792635]}";
"63";"«К/т Ереван», Дмитровское шоссе (от центра) (1)";"37.549403760353";"55.8636097265725";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А799; А763К; А994; А215; А63; А191; А591; А763; А656; Тб56; АТ78; А179; А215К";"К/т Ереван";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715995";"{type=Point, coordinates=[37.549403760353, 55.8636097265725]}";
"64";"«Селигерская ул.», Дмитровское шоссе (от центра) (1)";"37.5474734899312";"55.8686160017904";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А799; А763К; А994; А63; А763; АТ78; А179";"Селигерская ул.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1715996";"{type=Point, coordinates=[37.5474734899312, 55.8686160017904]}";
"78";"«Селигерская ул.», Коровинское шоссе (в центр)";"37.5422632531603";"55.8665159588339";"Коровинское шоссе";"Северный административный округ";"район Западное Дегунино";"А194; А672; А215К; А656";"Селигерская ул.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715997";"{type=Point, coordinates=[37.542263284167, 55.866515591145]}";
"79";"«К/т Комсомолец», Дмитровское шоссе (в центр)";"37.5696394036984";"55.8418459893608";"Дмитровское шоссе";"Северный административный округ";"Тимирязевский район";"А763К; А466; А215; А63; А191; А591; А167; А763; А179; А656; АМ10; А149; А170; А677; А114";"К/т Комсомолец";"в центр";"нет";"";"активна";"1715998";"{type=Point, coordinates=[37.5696394036984, 55.8418459893608]}";
"80";"«Педагогический колледж», Большая Академическая улица (в центр)";"37.5529595017132";"55.8420113607243";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А114; А123; А179; А204; А87; Тб57";"Педагогический колледж";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1715999";"{type=Point, coordinates=[37.552959532172, 55.842010993083]}";
"81";"«Университет Природообустройства», Большая Академическая улица (в центр)";"37.5437023730235";"55.8385790874819";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А204; А114; А179; Тб57";"Университет Природообустройства";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1716000";"{type=Point, coordinates=[37.543702404046, 55.838578719857]}";
"82";"«Роддом № 27», Большая Академическая улица (в центр)";"37.5305406630391";"55.8291873799569";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А204; А179; Тб57";"Роддом № 27";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1716001";"{type=Point, coordinates=[37.530540693771, 55.829187011854]}";
"83";"«Роддом № 27», Большая Академическая улица (от центра)";"37.5309405684472";"55.8293893551711";"Большая Академическая улица";"Северный административный округ";"район Коптево";"А204; А179; Тб57";"Роддом № 27";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716002";"{type=Point, coordinates=[37.530940599477, 55.829388987052]}";
"84";"«Университет Природообустройства», Большая Академическая улица (от центра)";"37.5446503081702";"55.838721688881";"Большая Академическая улица";"Северный административный округ";"Тимирязевский район";"А204; А114; А179; Тб57";"Университет Природообустройства";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716003";"{type=Point, coordinates=[37.544650338662, 55.838721320803]}";
"85";"«Педагогический колледж», Большая Академическая улица (от центра)";"37.5538849507019";"55.8421670153415";"Большая Академическая улица";"Северный административный округ";"Тимирязевский район";"А114; А123; А179; А204; А87; Тб57";"Педагогический колледж";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716004";"{type=Point, coordinates=[37.553884981059, 55.842166647436]}";
"86";"«Метро Петровско-Разумовская», Локомотивный проезд (от центра) (2)";"37.5751719781388";"55.8368241077002";"Локомотивный проезд";"Северный административный округ";"Тимирязевский район";"А194; А63; А672; А656; А215К; А149; А191; А591";"Метро Петровско-Разумовская";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716005";"{type=Point, coordinates=[37.5751719781388, 55.8368241077002]}";
"6";"«Дербеневская наб.», 3-й Дербеневский переулок (от центра)";"37.6551210101201";"55.7256294707454";"3-й Дербеневский переулок";"Южный административный округ";"Даниловский район";"А632";"Дербеневская наб.";"от центра";"нет";"";"активна";"1716008";"{type=Point, coordinates=[37.6551210101201, 55.7256294707454]}";
"149";"«Ф-ка игрушек», улица Клары Цеткин (в центр)";"37.5111664480611";"55.8299092807933";"улица Клары Цеткин";"Северный административный округ";"Войковский район";"А621; А90";"Ф-ка игрушек";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1716011";"{type=Point, coordinates=[37.5111664480611, 55.8299092807933]}";
"150";"«Старопетровский пр.», Старопетровский проезд (в центр)";"37.5079320444818";"55.8246730213849";"Старопетровский проезд";"Северный административный округ";"Войковский район";"А621; А114; А90";"Старопетровский пр.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1716012";"{type=Point, coordinates=[37.5079320444818, 55.8246730213849]}";
"151";"«Онкологический диспансер», Старопетровский проезд (в центр)";"37.5035053451347";"55.8236398010361";"Старопетровский проезд";"Северный административный округ";"Войковский район";"А621; А114; А90";"Онкологический диспансер";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1716013";"{type=Point, coordinates=[37.5035053451347, 55.8236398010361]}";
"153";"«Коровинское ш.», Коровинское шоссе (в центр)";"37.5185591871758";"55.8823802741851";"Коровинское шоссе";"Северный административный округ";"район Западное Дегунино";"А665; А799; А656; А114; Тб56";"Коровинское ш.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1716014";"{type=Point, coordinates=[37.5185591871758, 55.8823802741851]}";
"154";"«Талдомская ул.», улица 800-летия Москвы (от центра)";"37.5285315517599";"55.8751612193139";"улица 800-летия Москвы";"Северный административный округ";"Дмитровский район";"А748; А799; А154; А857; А114; А92; А284";"Талдомская ул.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716015";"{type=Point, coordinates=[37.5285315517599, 55.8751612193139]}";
"155";"«Ин-т Микрохирургии глаза», Бескудниковский бульвар (в центр)";"37.5387679413813";"55.8731845474356";"Бескудниковский бульвар";"Северный административный округ";"Бескудниковский район";"А167; А154; А114; АМ10";"Ин-т Микрохирургии глаза";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1716016";"{type=Point, coordinates=[37.5387679413813, 55.8731845474356]}";
"156";"«Муз. школа», Бескудниковский бульвар (в центр)";"37.543836620982";"55.8735039137958";"Бескудниковский бульвар";"Северный административный округ";"Бескудниковский район";"А167; А154; А114; АМ10";"Муз. школа";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1716017";"{type=Point, coordinates=[37.543836620982, 55.8735039137958]}";
"168";"«Метро Петровско-Разумовская», Локомотивный проезд (от центра) (1)";"37.5757940226963";"55.8372395445044";"Локомотивный проезд";"Северный административный округ";"Тимирязевский район";"А167; А179; А170; А677; А114; АМ10";"Метро Петровско-Разумовская";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716018";"{type=Point, coordinates=[37.5757940226963, 55.8372395445044]}";
"184";"«Детский сад», Нарвская улица (в центр)";"37.5033472864703";"55.8412279492353";"Нарвская улица";"Северный административный округ";"Головинский район";"А123; А565";"Детский сад";"в центр";"нет";"";"активна";"1716019";"{type=Point, coordinates=[37.5033472864703, 55.8412279492353]}";
"185";"«3-й Лихачевский пер.», 3-й Лихачёвский переулок (от центра)";"37.5215505647903";"55.8488434292284";"3-й Лихачёвский переулок";"Северный административный округ";"Головинский район";"А123; А22";"3-й Лихачевский пер.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716020";"{type=Point, coordinates=[37.521550594922, 55.848843061271]}";
"126";"«Протезный з-д», Коровинское шоссе (от центра)";"37.5288255572927";"55.8735356509245";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А194; А672; А656; А215К; А92; Тб56";"Протезный з-д";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716021";"{type=Point, coordinates=[37.5288255572927, 55.8735356509245]}";
"127";"«Талдомская ул.», Коровинское шоссе (от центра)";"37.5261550167749";"55.8753552692633";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А194; А672; А799; А656; А114; Тб56";"Талдомская ул.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716022";"{type=Point, coordinates=[37.5261550167749, 55.8753552692633]}";
"128";"«Ангарская ул.», Ангарская улица (от центра)";"37.5256865863835";"55.8792025980261";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А194; А672; А928";"Ангарская ул.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716023";"{type=Point, coordinates=[37.5256865863835, 55.8792025980261]}";
"129";"«Ангарская ул., 49», Ангарская улица (от центра)";"37.529303082826";"55.8812512693076";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А194; А672; А928";"Ангарская ул., 49";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716024";"{type=Point, coordinates=[37.529303113672, 55.881250901823]}";
"130";"«Храм Матроны Московской», Ангарская улица (от центра)";"37.53007852";"55.88382937";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А194; А672; А928";"Храм Матроны Московской";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716025";"{type=Point, coordinates=[37.53007852, 55.88382937]}";
"131";"«Клязьминская ул.», Ангарская улица (от центра)";"37.5259505671059";"55.8863361921643";"Ангарская улица";"Северный административный округ";"Дмитровский район";"А194; А672";"Клязьминская ул.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716026";"{type=Point, coordinates=[37.525950598386, 55.886335824535]}";
"132";"«Учебный центр», Клязьминская улица (в центр)";"37.5214748734725";"55.8853130342029";"Клязьминская улица";"Северный административный округ";"Дмитровский район";"А194; А665; А200";"Учебный центр";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1716027";"{type=Point, coordinates=[37.5214748734725, 55.8853130342029]}";
"133";"«Школа им. Марш. Говорова», Смольная улица (от центра) (1)";"37.4821076982071";"55.8611127875866";"Смольная улица";"Северный административный округ";"район Ховрино";"А90";"Школа им. Марш. Говорова";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716028";"{type=Point, coordinates=[37.4821076982071, 55.8611127875866]}";
"134";"«Смольная ул., 45», Смольная улица (от центра)";"37.4797544139989";"55.863042743915";"Смольная улица";"Северный административный округ";"район Ховрино";"А90";"Смольная ул., 45";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716029";"{type=Point, coordinates=[37.4797544139989, 55.863042743915]}";
"178";"«Муз. школа», Бескудниковский бульвар (от центра)";"37.5430155109012";"55.8736168368713";"Бескудниковский бульвар";"Северный административный округ";"Бескудниковский район";"А167; А154; А114; АМ10";"Муз. школа";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716030";"{type=Point, coordinates=[37.5430155109012, 55.8736168368713]}";
"179";"«Ин-т Микрохирургии глаза», Бескудниковский бульвар (от центра)";"37.5367108345284";"55.8736140366593";"Бескудниковский бульвар";"Северный административный округ";"Бескудниковский район";"А167; А154; А114; АМ10";"Ин-т Микрохирургии глаза";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716031";"{type=Point, coordinates=[37.5367108345284, 55.8736140366593]}";
"180";"«Коровинское ш.», Коровинское шоссе (от центра)";"37.5178041013983";"55.8834613918762";"Коровинское шоссе";"Северный административный округ";"Дмитровский район";"А799; А656; А200";"Коровинское ш.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716032";"{type=Point, coordinates=[37.5178041013983, 55.8834613918762]}";
"169";"«К/т Комсомолец», Дмитровское шоссе (от центра) (3)";"37.5702311378001";"55.8417040138935";"Дмитровское шоссе";"Северный административный округ";"Тимирязевский район";"А656; А82; А179; А215К; А149; А170; А114; А692; АТ47; АТ78; Тб56";"К/т Комсомолец";"от центра";"нет";"";"активна";"1716033";"{type=Point, coordinates=[37.5702311378001, 55.8417040138935]}";
"170";"«Нижн. Лихоборы», Дмитровское шоссе (от центра) (1)";"37.5682989827938";"55.846796276683";"Дмитровское шоссе";"Северный административный округ";"Тимирязевский район";"А677К; Тб36; А154; А656; А82; А179; А149; А170; А114; А692";"Нижн. Лихоборы";"от центра";"нет";"";"активна";"1716034";"{type=Point, coordinates=[37.5682989827938, 55.846796276683]}";
"171";"«7-й автобусный парк», Дмитровское шоссе (от центра) (2)";"37.5654467839131";"55.8517679378189";"Дмитровское шоссе";"Северный административный округ";"Бескудниковский район";"А167; А677К; А82; А149; А170; А677; А114; А692; АМ10";"7-й автобусный парк";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716035";"{type=Point, coordinates=[37.5654467839131, 55.8517679378189]}";
"172";"«Торговый центр», Бескудниковский бульвар (от центра)";"37.56175314508";"55.8627842309476";"Бескудниковский бульвар";"Северный административный округ";"Бескудниковский район";"А167; А154; А114; АМ10";"Торговый центр";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1716036";"{type=Point, coordinates=[37.56175314508, 55.8627842309476]}";
